# index  real(x)      imag(x)      real(y)      imag(y)      error        
   392   0.28621620  -0.95816506   0.28633992  -0.95812810  -0.00012912
   393   0.55658992  -0.83078738   0.55670543  -0.83070997  -0.00013905
   394   0.77724511  -0.62919793   0.77733834  -0.62908275  -0.00014818
   395   0.92847132  -0.37140410   0.92852946  -0.37125874  -0.00015656
   396   0.99675995  -0.08043385   0.99677314  -0.08027019  -0.00016420
   397   0.97601098   0.21772131   0.97597370   0.21788834  -0.00017114
   398   0.86807786   0.49642808   0.86798977   0.49658207  -0.00017740
   399   0.68260192   0.73079040   0.68246816   0.73091532  -0.00018302
   400   0.43615119   0.89987340   0.43598199   0.89995539  -0.00018802
   401   0.15074038   0.98857339   0.15055015   0.98860237  -0.00019242
   402  -0.14813563   0.98896705  -0.14832972   0.98893796  -0.00019626
   403  -0.43377912   0.90101924  -0.43395892   0.90093266  -0.00019956
   404  -0.68067442   0.73258606  -0.68082263   0.73244832  -0.00020234
   405  -0.86676709   0.49871315  -0.86686912   0.49853578  -0.00020463
   406  -0.97543404   0.22029168  -0.97547950   0.22009030  -0.00020645
   407  -0.99696838  -0.07780779  -0.99695219  -0.07801499  -0.00020783
   408  -0.92944650  -0.36895692  -0.92936944  -0.36915097  -0.00020879
   409  -0.77889993  -0.62714823  -0.77876862  -0.62731128  -0.00020935
   410  -0.55877655  -0.82931825  -0.55860276  -0.82943532  -0.00020954
   411  -0.28873932  -0.95740775  -0.28853887  -0.95746818  -0.00020937
   412   0.00709012  -0.99997486   0.00729898  -0.99997336  -0.00020886
   413   0.30228623  -0.95321720   0.30248453  -0.95315429  -0.00020804
   414   0.57048001  -0.82131148   0.57064994  -0.82119343  -0.00020692
   415   0.78771451  -0.61604046   0.78784110  -0.61587856  -0.00020552
   416   0.93458482  -0.35574037   0.93465732  -0.35554984  -0.00020386
   417   0.99797145  -0.06366306   0.99798429  -0.06346151  -0.00020196
   418   0.97221226   0.23410108   0.97216546   0.23429537  -0.00019984
   419   0.85960825   0.51095368   0.85950732   0.51112344  -0.00019750
   420   0.67021799   0.74216430   0.67007327   0.74229496  -0.00019498
   421   0.42095915   0.90707959   0.42078474   0.90716052  -0.00019227
   422   0.13409729   0.99096817   0.13390960   0.99099355  -0.00018940
   423  -0.16474308   0.98633651  -0.16492691   0.98630579  -0.00018638
   424  -0.44886745   0.89359835  -0.44903117   0.89351609  -0.00018323
   425  -0.69289582   0.72103771  -0.69302556   0.72091302  -0.00017995
   426  -0.87502988   0.48406892  -0.87511533   0.48391442  -0.00017655
   427  -0.97900012   0.20385969  -0.97903538   0.20369026  -0.00017306
   428  -0.99551919  -0.09455971  -0.99550315  -0.09472844  -0.00016949
   429  -0.92311150  -0.38453238  -0.92304772  -0.38468546  -0.00016583
   430  -0.76824501  -0.64015592  -0.76814123  -0.64028045  -0.00016211
   431  -0.54475348  -0.83859623  -0.54462070  -0.83868247  -0.00015833
   432  -0.27260075  -0.96212724  -0.27245209  -0.96216935  -0.00015451
   433   0.02390260  -0.99971429   0.02405320  -0.99971068  -0.00015064
   434   0.31827080  -0.94799984   0.31840991  -0.94795312  -0.00014675
   435   0.58420882  -0.81160339   0.58432474  -0.81151993  -0.00014283
   436   0.79796120  -0.60270882   0.79804491  -0.60259797  -0.00013890
   437   0.94043409  -0.33997607   0.94047996  -0.33984914  -0.00013497
   438   0.99890080  -0.04687427   0.99890693  -0.04674338  -0.00013103
   439   0.96813867   0.25041467   0.96810684   0.25053772  -0.00012710
   440   0.85089561   0.52533481   0.85083089   0.52543963  -0.00012319
   441   0.65764457   0.75332836   0.65755470   0.75340681  -0.00011929
   442   0.40564810   0.91402933   0.40554260   0.91407614  -0.00011542
   443   0.11741629   0.99308278   0.11730549   0.99309588  -0.00011157
   444  -0.18130396   0.98342711  -0.18140993   0.98340756  -0.00010776
   445  -0.46382887   0.88592482  -0.46392099   0.88587658  -0.00010399
   446  -0.70492133   0.70928550  -0.70499243   0.70921482  -0.00010026
   447  -0.88304526   0.46928782  -0.88309058   0.46920255  -0.00009657
   448  -0.98228940   0.18737006  -0.98230681   0.18727877  -0.00009293
   449  -0.99378854  -0.11128491  -0.99377860  -0.11137370  -0.00008935
   450  -0.91651552  -0.39999913  -0.91648119  -0.40007779  -0.00008582
   451  -0.75737289  -0.65298262  -0.75731912  -0.65304499  -0.00008235
   452  -0.53057640  -0.84763712  -0.53050949  -0.84767900  -0.00007894
   453  -0.25638510  -0.96657472  -0.25631203  -0.96659409  -0.00007560
   454   0.04070832  -0.99917107   0.04078057  -0.99916813  -0.00007231
   455   0.33416538  -0.94251445   0.33423051  -0.94249136  -0.00006910
   456   0.59777245  -0.80166583   0.59782532  -0.80162640  -0.00006595
   457   0.80798228  -0.58920678   0.80801933  -0.58915598  -0.00006287
   458   0.94601747  -0.32411564   0.94603687  -0.32405901  -0.00005987
   459   0.99954773  -0.03007222   0.99954944  -0.03001532  -0.00005693
   460   0.96379137   0.26665746   0.96377695   0.26670957  -0.00005407
   461   0.84194239   0.53956742   0.84191473   0.53961059  -0.00005127
   462   0.64488521   0.76427944   0.64484810   0.76431075  -0.00004856
   463   0.39022236   0.92072065   0.39018008   0.92073856  -0.00004591
   464   0.10070210   0.99491662   0.10065898   0.99492099  -0.00004334
   465  -0.19781357   0.98023966  -0.19785361   0.98023158  -0.00004085
   466  -0.47865915   0.87800081  -0.47869289   0.87798241  -0.00003843
   467  -0.71674753   0.69733276  -0.71677269   0.69730690  -0.00003608
   468  -0.89081099   0.45437405  -0.89082635   0.45434394  -0.00003380
   469  -0.98530096   0.17082746  -0.98530636   0.17079632  -0.00003160
   470  -0.99177692  -0.12797864  -0.99177315  -0.12800787  -0.00002947
   471  -0.90966041  -0.41535278  -0.90964903  -0.41537772  -0.00002741
   472  -0.74628664  -0.66562470  -0.74626972  -0.66564368  -0.00002543
   473  -0.51624931  -0.85643835  -0.51622918  -0.85645049  -0.00002351
   474  -0.24009697  -0.97074891  -0.24007594  -0.97075411  -0.00002166
   475   0.05750253  -0.99834536   0.05752238  -0.99834422  -0.00001989
   476   0.34996549  -0.93676259   0.34998252  -0.93675623  -0.00001818
   477   0.61116708  -0.79150161   0.61118016  -0.79149151  -0.00001653
   478   0.81777493  -0.57553815   0.81778354  -0.57552592  -0.00001496
   479   0.95133338  -0.30816358   0.95133753  -0.30815079  -0.00001344
   480   0.99991206  -0.01326168   0.99991222  -0.01324968  -0.00001200
   481   0.95917157   0.28282486   0.95916857   0.28283503  -0.00001061
   482   0.83275114   0.55364748   0.83274600   0.55365521  -0.00000928
   483   0.63194353   0.77501443   0.63193732   0.77501950  -0.00000802
   484   0.37468629   0.92715165   0.37467998   0.92715420  -0.00000681
   485   0.08395944   0.99646917   0.08395380   0.99646965  -0.00000566
   486  -0.21426726   0.97677507  -0.21427172   0.97677409  -0.00000456
   487  -0.49335411   0.86982856  -0.49335717   0.86982682  -0.00000352
   488  -0.72837110   0.68518286  -0.72837283   0.68518101  -0.00000253
   489  -0.89832486   0.43933181  -0.89832557   0.43933037  -0.00000160
   490  -0.98803395   0.15423656  -0.98803406   0.15423585  -0.00000071
   491  -0.98948490  -0.14463618  -0.98948492  -0.14463606   0.00000012
   492  -0.90254812  -0.43058901  -0.90254851  -0.43058818   0.00000091
   493  -0.73498940  -0.67807860  -0.73499052  -0.67807738   0.00000166
   494  -0.50177626  -0.86499745  -0.50177830  -0.86499626   0.00000235
   495  -0.22374095  -0.97464865  -0.22374388  -0.97464798   0.00000301
   496   0.07428048  -0.99723739   0.07427687  -0.99723766   0.00000362
   497   0.36566665  -0.93074588   0.36566275  -0.93074742   0.00000419
   498   0.62438891  -0.78111362   0.62438522  -0.78111657   0.00000473
   499   0.82733637  -0.56170681   0.82733343  -0.56171113   0.00000522
   500   0.95638033  -0.29212439   0.95637867  -0.29212982   0.00000568
   501   0.99999369   0.00355262   0.99999371   0.00354652   0.00000610
   502   0.95428059   0.29891229   0.95428253   0.29890610   0.00000649
   503   0.82332445   0.56757101   0.82332833   0.56756538   0.00000685
   504   0.61882318   0.78553031   0.61882882   0.78552587   0.00000717
   505   0.35904429   0.93332052   0.35905125   0.93331784   0.00000747
   506   0.06719303   0.99773999   0.06720075   0.99773947   0.00000773
   507  -0.23066037   0.97303432  -0.23065262   0.97303616   0.00000797
   508  -0.50790957   0.86141039  -0.50790253   0.86141455   0.00000818
   509  -0.73978873   0.67283924  -0.73978310   0.67284543   0.00000837
   510  -0.90558476   0.42416536  -0.90558114   0.42417308   0.00000853
   511  -0.99048759   0.13760205  -0.99048640   0.13761063   0.00000867
   512  -0.98691313  -0.16125284  -0.98691454  -0.16124417   0.00000878
   513  -0.89518065  -0.44570349  -0.89518461  -0.44569555   0.00000888
   514  -0.72348435  -0.69034078  -0.72349053  -0.69033430   0.00000895
   515  -0.48716135  -0.87331198  -0.48716922  -0.87330759   0.00000901
   516  -0.20732168  -0.97827283  -0.20733053  -0.97827095   0.00000905
   517   0.09103743  -0.99584747   0.09102840  -0.99584830   0.00000907
   518   0.38126443  -0.92446603   0.38125604  -0.92446949   0.00000907
   519   0.63743421  -0.77050479   0.63742723  -0.77051056   0.00000906
   520   0.83666389  -0.54771665   0.83665894  -0.54772421   0.00000904
   521   0.96115688  -0.27600261   0.96115440  -0.27601126   0.00000900
   522   0.99979259   0.02036591   0.99979278   0.02035697   0.00000895
   523   0.94911981   0.31491521   0.94912261   0.31490678   0.00000889
   524   0.81366498   0.58133408   0.81367010   0.58132691   0.00000881
   525   0.60552787   0.79582410   0.60553482   0.79581881   0.00000873
   526   0.34330077   0.93922552   0.34330888   0.93922256   0.00000863
   527   0.05040763   0.99872873   0.05041615   0.99872830   0.00000853
   528  -0.24698827   0.96901847  -0.24698011   0.96902055   0.00000842
   529  -0.52232144   0.85274868  -0.52231436   0.85275302   0.00000830
   530  -0.75099720   0.66030539  -0.75099180   0.66031153   0.00000818
   531  -0.91258861   0.40887898  -0.91258532   0.40888633   0.00000804
   532  -0.99266120   0.12092864  -0.99266025   0.12093649   0.00000791
   533  -0.98406233  -0.17782390  -0.98406371  -0.17781626   0.00000776
   534  -0.88756009  -0.46069196  -0.88756360  -0.46068521   0.00000762
   535  -0.71177476  -0.70240779  -0.71178000  -0.70240247   0.00000746
   536  -0.47240870  -0.88137961  -0.47241514  -0.88137616   0.00000731
   537  -0.19084379  -0.98162042  -0.19085080  -0.98161906   0.00000715
   538   0.10776864  -0.99417600   0.10776169  -0.99417675   0.00000699
   539   0.39675441  -0.91792480   0.39674815  -0.91792751   0.00000682
   540   0.65029929  -0.75967811   0.65029423  -0.75968244   0.00000666
   541   0.84575487  -0.53357164   0.84575141  -0.53357713   0.00000649
   542   0.96566169  -0.25980280   0.96566005  -0.25980891   0.00000632
   543   0.99930883   0.03717345   0.99930906   0.03716730   0.00000615
   544   0.94369068   0.33082910   0.94369266   0.33082346   0.00000598
   545   0.80377546   0.59493278   0.80377892   0.59492811   0.00000581
   546   0.59206137   0.80589288   0.59206591   0.80588954   0.00000564
   547   0.32746020   0.94486497   0.32746537   0.94486318   0.00000547
   548   0.03360798   0.99943509   0.03361328   0.99943491   0.00000530
   549  -0.26324633   0.96472865  -0.26324138   0.96473000   0.00000513
   550  -0.53658564   0.84384587  -0.53658145   0.84384854   0.00000496
   551  -0.76199334   0.64758485  -0.76199024   0.64758851   0.00000480
   552  -0.91933446   0.39347701  -0.91933263   0.39348127   0.00000463
   553  -0.99455416   0.10422104  -0.99455369   0.10422548   0.00000447
   554  -0.98093330  -0.19434469  -0.98093414  -0.19434046   0.00000431
   555  -0.87968859  -0.47555019  -0.87969057  -0.47554654   0.00000415
   556  -0.69986392  -0.71427620  -0.69986677  -0.71427341   0.00000399
   557  -0.45752249  -0.88919805  -0.45752590  -0.88919629   0.00000384
   558  -0.17431194  -0.98469048  -0.17431557  -0.98468984   0.00000369
   559   0.12446938  -0.99222345   0.12446587  -0.99222389   0.00000354
   560   0.41213222  -0.91112405   0.41212913  -0.91112545   0.00000339
   561   0.66298051  -0.74863665   0.66297808  -0.74863880   0.00000325
   562   0.85460673  -0.51927577   0.85460512  -0.51927843   0.00000310
   563   0.96989348  -0.24352954   0.96989276  -0.24353241   0.00000296
   564   0.99854253   0.05397047   0.99854268   0.05396765   0.00000283
   565   0.93799475   0.34664946   0.93799569   0.34664693   0.00000270
   566   0.79365869   0.60836328   0.79366026   0.60836124   0.00000257
   567   0.57842747   0.81573382   0.57842946   0.81573241   0.00000244
   568   0.31152704   0.95023729   0.31152924   0.95023657   0.00000232
   569   0.01679883   0.99985889   0.01680103   0.99985885   0.00000220
   570  -0.27942997   0.96016608  -0.27942797   0.96016666   0.00000208
   571  -0.55069812   0.83470448  -0.55069648   0.83470557   0.00000197
   572  -0.77277405   0.63468123  -0.77277288   0.63468266   0.00000186
   573  -0.92582038   0.37796379  -0.92581972   0.37796541   0.00000175
   574  -0.99616593   0.08748397  -0.99616578   0.08748561   0.00000164
   575  -0.97752694  -0.21081053  -0.97752727  -0.21080903   0.00000154
   576  -0.87156838  -0.49027396  -0.87156909  -0.49027270   0.00000144
   577  -0.68775522  -0.72594267  -0.68775620  -0.72594174   0.00000135
   578  -0.44250693  -0.89676509  -0.44250806  -0.89676453   0.00000126
   579  -0.15773081  -0.98748215  -0.15773197  -0.98748196   0.00000117
   580   0.14113493  -0.98999037   0.14113386  -0.98999052   0.00000108
   581   0.42739351  -0.90406570   0.42739260  -0.90406613   0.00000100
   582   0.67547429  -0.73738353   0.67547361  -0.73738416   0.00000092
   583   0.86321698  -0.50483309   0.86321655  -0.50483382   0.00000085
   584   0.97385106  -0.22718742   0.97385088  -0.22718817   0.00000077
   585   0.99749392   0.07075224   0.99749397   0.07075154   0.00000070
   586   0.93203362   0.36237180   0.93203385   0.36237121   0.00000063
   587   0.78331754   0.62162177   0.78331789   0.62162133   0.00000057
   588   0.56463003   0.82534413   0.56463045   0.82534384   0.00000051
   589   0.29550581   0.95534094   0.29550624   0.95534081   0.00000045
   590  -0.00001507   1.00000000  -0.00001468   1.00000000   0.00000039
   591  -0.29553461   0.95533203  -0.29553428   0.95533213   0.00000034
   592  -0.56465491   0.82532710  -0.56465468   0.82532727   0.00000028
   593  -0.78333628   0.62159816  -0.78333613   0.62159835   0.00000024
   594  -0.93204455   0.36234371  -0.93204448   0.36234388   0.00000019
   595  -0.99749605   0.07072217  -0.99749604   0.07072231   0.00000014
   596  -0.97384421  -0.22721677  -0.97384423  -0.22721667   0.00000010
   597  -0.86320176  -0.50485911  -0.86320179  -0.50485906   0.00000006
   598  -0.67545207  -0.73740390  -0.67545208  -0.73740388   0.00000002
   599  -0.42736625  -0.90407858  -0.42736624  -0.90407859  -0.00000001
   600  -0.14110509  -0.98999462  -0.14110504  -0.98999463  -0.00000005
   601   0.15776058  -0.98747739   0.15776065  -0.98747738  -0.00000008
   602   0.44253396  -0.89675175   0.44253406  -0.89675170  -0.00000011
   603   0.68777710  -0.72592194   0.68777720  -0.72592184  -0.00000014
   604   0.87158316  -0.49024768   0.87158324  -0.49024754  -0.00000016
   605   0.97753329  -0.21078107   0.97753333  -0.21078088  -0.00000019
   606   0.99616329   0.08751400   0.99616327   0.08751421  -0.00000021
   607   0.92580899   0.37799170   0.92580890   0.37799191  -0.00000023
   608   0.77275492   0.63470452   0.77275476   0.63470472  -0.00000025
   609   0.55067296   0.83472108   0.55067274   0.83472123  -0.00000027
   610   0.27940103   0.96017450   0.27940075   0.96017458  -0.00000028
   611  -0.01682897   0.99985838  -0.01682927   0.99985838  -0.00000030
   612  -0.31155569   0.95022790  -0.31155598   0.95022780  -0.00000031
   613  -0.57845206   0.81571638  -0.57845232   0.81571619  -0.00000033
   614  -0.79367703   0.60833935  -0.79367724   0.60833908  -0.00000034
   615  -0.93800520   0.34662118  -0.93800532   0.34662085  -0.00000035
   616  -0.99854416   0.05394037  -0.99854418   0.05394001  -0.00000036
   617  -0.96988614  -0.24355877  -0.96988605  -0.24355912  -0.00000036
   618  -0.85459108  -0.51930153  -0.85459089  -0.51930185  -0.00000037
   619  -0.66295795  -0.74865664  -0.66295766  -0.74865689  -0.00000038
   620  -0.41210475  -0.91113647  -0.41210441  -0.91113663  -0.00000038
   621  -0.12443947  -0.99222720  -0.12443909  -0.99222725  -0.00000039
   622   0.17434162  -0.98468523   0.17434200  -0.98468516  -0.00000039
   623   0.45754930  -0.88918426   0.45754964  -0.88918408  -0.00000039
   624   0.69988545  -0.71425510   0.69988573  -0.71425483  -0.00000039
   625   0.87970293  -0.47552367   0.87970311  -0.47552332  -0.00000039
   626   0.98093916  -0.19431512   0.98093924  -0.19431474  -0.00000039
   627   0.99455102   0.10425102   0.99455098   0.10425141  -0.00000039
   628   0.91932259   0.39350472   0.91932244   0.39350508  -0.00000039
   629   0.76197382   0.64760782   0.76197357   0.64760812  -0.00000039
   630   0.53656020   0.84386205   0.53655987   0.84386225  -0.00000039
   631   0.26321725   0.96473659   0.26321688   0.96473669  -0.00000038
   632  -0.03363811   0.99943408  -0.03363849   0.99943407  -0.00000038
   633  -0.32748868   0.94485510  -0.32748904   0.94485498  -0.00000038
   634  -0.59208566   0.80587503  -0.59208596   0.80587481  -0.00000037
   635  -0.80379339   0.59490855  -0.80379361   0.59490825  -0.00000037
   636  -0.94370066   0.33080065  -0.94370078   0.33080031  -0.00000036
   637  -0.99930995   0.03714332  -0.99930996   0.03714296  -0.00000036
   638  -0.96565386  -0.25983191  -0.96565377  -0.25983225  -0.00000035
   639  -0.84573879  -0.53359713  -0.84573860  -0.53359743  -0.00000035
   640  -0.65027639  -0.75969771  -0.65027613  -0.75969794  -0.00000034
   641  -0.39672674  -0.91793676  -0.39672643  -0.91793689  -0.00000033
   642  -0.10773867  -0.99417925  -0.10773834  -0.99417928  -0.00000033
   643   0.19087338  -0.98161467   0.19087369  -0.98161461  -0.00000032
   644   0.47243527  -0.88136537   0.47243555  -0.88136522  -0.00000032
   645   0.71179593  -0.70238633   0.71179615  -0.70238611  -0.00000031
   646   0.88757398  -0.46066521   0.88757412  -0.46066494  -0.00000030
   647   0.98406768  -0.17779424   0.98406774  -0.17779395  -0.00000029
   648   0.99265756   0.12095856   0.99265752   0.12095885  -0.00000029
   649   0.91257629   0.40890649   0.91257617   0.40890675  -0.00000028
   650   0.75097729   0.66032803   0.75097711   0.66032823  -0.00000027
   651   0.52229574   0.85276442   0.52229551   0.85276456  -0.00000026
   652   0.24695906   0.96902592   0.24695881   0.96902598  -0.00000026
   653  -0.05043774   0.99872721  -0.05043799   0.99872719  -0.00000025
   654  -0.34332908   0.93921517  -0.34332931   0.93921509  -0.00000024
   655  -0.60555186   0.79580584  -0.60555205   0.79580570  -0.00000024
   656  -0.81368250   0.58130955  -0.81368263   0.58130936  -0.00000023
   657  -0.94912930   0.31488660  -0.94912937   0.31488639  -0.00000022
   658  -0.99979321   0.02033577  -0.99979321   0.02033556  -0.00000021
   659  -0.96114856  -0.27603159  -0.96114851  -0.27603179  -0.00000021
   660  -0.83664738  -0.54774187  -0.83664727  -0.54774204  -0.00000020
   661  -0.63741098  -0.77052400  -0.63741083  -0.77052413  -0.00000019
   662  -0.38123656  -0.92447752  -0.38123639  -0.92447759  -0.00000019
   663  -0.09100741  -0.99585022  -0.09100723  -0.99585023  -0.00000018
   664   0.20735117  -0.97826658   0.20735133  -0.97826654  -0.00000017
   665   0.48718768  -0.87329730   0.48718782  -0.87329722  -0.00000016
   666   0.72350516  -0.69031897   0.72350527  -0.69031886  -0.00000016
   667   0.89519409  -0.44567651   0.89519415  -0.44567637  -0.00000015
   668   0.98691799  -0.16122309   0.98691801  -0.16122295  -0.00000015
   669   0.99048345   0.13763191   0.99048343   0.13763205  -0.00000014
   670   0.90557197   0.42419266   0.90557191   0.42419278  -0.00000013
   671   0.73976844   0.67286154   0.73976836   0.67286163  -0.00000013
   672   0.50788361   0.86142570   0.50788350   0.86142576  -0.00000012
   673   0.23063104   0.97304128   0.23063093   0.97304130  -0.00000012
   674  -0.06722311   0.99773797  -0.06722322   0.99773796  -0.00000011
   675  -0.35907242   0.93330970  -0.35907252   0.93330966  -0.00000010
   676  -0.61884686   0.78551166  -0.61884694   0.78551159  -0.00000010
   677  -0.82334155   0.56754620  -0.82334161   0.56754612  -0.00000009
   678  -0.95428960   0.29888352  -0.95428963   0.29888344  -0.00000009
   679  -0.99999380   0.00352248  -0.99999380   0.00352239  -0.00000008
   680  -0.95637153  -0.29215322  -0.95637150  -0.29215330  -0.00000008
   681  -0.82731943  -0.56173175  -0.82731939  -0.56173181  -0.00000007
   682  -0.62436536  -0.78113244  -0.62436531  -0.78113249  -0.00000007
   683  -0.36563859  -0.93075691  -0.36563853  -0.93075693  -0.00000007
   684  -0.07425042  -0.99723963  -0.07425035  -0.99723963  -0.00000006
   685   0.22377033  -0.97464190   0.22377039  -0.97464189  -0.00000006
   686   0.50180234  -0.86498232   0.50180238  -0.86498229  -0.00000005
   687   0.73500984  -0.67805644   0.73500987  -0.67805641  -0.00000005
   688   0.90256110  -0.43056180   0.90256112  -0.43056176  -0.00000005
   689   0.98948926  -0.14460636   0.98948927  -0.14460632  -0.00000004
   690   0.98802930   0.15426634   0.98802929   0.15426638  -0.00000004
   691   0.89831162   0.43935889   0.89831160   0.43935892  -0.00000004
   692   0.72835044   0.68520481   0.72835042   0.68520484  -0.00000003
   693   0.49332788   0.86984343   0.49332786   0.86984345  -0.00000003
   694   0.21423782   0.97678153   0.21423779   0.97678154  -0.00000003
   695  -0.08398947   0.99646664  -0.08398950   0.99646664  -0.00000002
   696  -0.37471424   0.92714036  -0.37471426   0.92714035  -0.00000002
   697  -0.63196689   0.77499538  -0.63196691   0.77499537  -0.00000002
   698  -0.83276783   0.55362238  -0.83276784   0.55362237  -0.00000002
   699  -0.95918010   0.28279594  -0.95918010   0.28279593  -0.00000001
   700  -0.99991166  -0.01329182  -0.99991166  -0.01329183  -0.00000001
   701  -0.95132409  -0.30819226  -0.95132409  -0.30819227  -0.00000001
   702  -0.81775758  -0.57556280  -0.81775758  -0.57556281  -0.00000001
   703  -0.61114322  -0.79152004  -0.61114321  -0.79152004  -0.00000001
   704  -0.34993725  -0.93677314  -0.34993725  -0.93677314  -0.00000000
   705  -0.05747243  -0.99834709  -0.05747243  -0.99834709  -0.00000000
   706   0.24012623  -0.97074167   0.24012623  -0.97074167  -0.00000000
   707   0.51627513  -0.85642279   0.51627513  -0.85642279   0.00000000
   708   0.74630671  -0.66560221   0.74630671  -0.66560221   0.00000000
   709   0.90967293  -0.41532536   0.90967293  -0.41532537   0.00000000
   710   0.99178078  -0.12794874   0.99178078  -0.12794875   0.00000000
   711   0.98529581   0.17085716   0.98529581   0.17085715   0.00000001
   712   0.89079730   0.45440090   0.89079730   0.45440089   0.00000001
   713   0.71672651   0.69735436   0.71672652   0.69735436   0.00000001
   714   0.47863269   0.87801523   0.47863269   0.87801523   0.00000001
   715   0.19778403   0.98024562   0.19778404   0.98024562   0.00000001
   716  -0.10073209   0.99491359  -0.10073208   0.99491359   0.00000001
   717  -0.39025011   0.92070888  -0.39025010   0.92070889   0.00000001
   718  -0.64490825   0.76426000  -0.64490824   0.76426001   0.00000001
   719  -0.84195866   0.53954204  -0.84195865   0.53954206   0.00000001
   720  -0.96379941   0.26662841  -0.96379940   0.26662842   0.00000001
   721  -0.99954682  -0.03010235  -0.99954682  -0.03010234   0.00000001
   722  -0.94600770  -0.32414416  -0.94600770  -0.32414415   0.00000001
   723  -0.80796452  -0.58923113  -0.80796453  -0.58923112   0.00000002
   724  -0.59774828  -0.80168385  -0.59774830  -0.80168384   0.00000002
   725  -0.33413697  -0.94252453  -0.33413699  -0.94252452   0.00000002
   726  -0.04067820  -0.99917230  -0.04067821  -0.99917230   0.00000002
   727   0.25641424  -0.96656699   0.25641422  -0.96656699   0.00000002
   728   0.53060195  -0.84762112   0.53060194  -0.84762113   0.00000002
   729   0.75739258  -0.65295979   0.75739257  -0.65295980   0.00000002
   730   0.91652758  -0.39997150   0.91652757  -0.39997152   0.00000002
   731   0.99379190  -0.11125495   0.99379190  -0.11125497   0.00000002
   732   0.98228375   0.18739967   0.98228375   0.18739966   0.00000002
   733   0.88303112   0.46931444   0.88303113   0.46931443   0.00000002
   734   0.70489995   0.70930675   0.70489996   0.70930674   0.00000002
   735   0.46380216   0.88593880   0.46380218   0.88593879   0.00000002
   736   0.18127431   0.98343257   0.18127433   0.98343257   0.00000002
   737  -0.11744623   0.99307924  -0.11744621   0.99307924   0.00000002
   738  -0.40567565   0.91401710  -0.40567564   0.91401711   0.00000002
   739  -0.65766728   0.75330854  -0.65766726   0.75330855   0.00000002
   740  -0.85091144   0.52530916  -0.85091143   0.52530918   0.00000002
   741  -0.96814622   0.25038549  -0.96814622   0.25038550   0.00000002
   742  -0.99889938  -0.04690438  -0.99889938  -0.04690436   0.00000002
   743  -0.94042384  -0.34000442  -0.94042384  -0.34000440   0.00000002
   744  -0.79794303  -0.60273287  -0.79794304  -0.60273286   0.00000002
   745  -0.58418435  -0.81162100  -0.58418436  -0.81162099   0.00000002
   746  -0.31824222  -0.94800943  -0.31824224  -0.94800943   0.00000002
   747  -0.02387246  -0.99971501  -0.02387248  -0.99971501   0.00000001
   748   0.27262975  -0.96211903   0.27262974  -0.96211903   0.00000001
   749   0.54477876  -0.83857981   0.54477875  -0.83857982   0.00000001
   750   0.76826431  -0.64013276   0.76826430  -0.64013277   0.00000001
   751   0.92312309  -0.38450456   0.92312309  -0.38450457   0.00000001
   752   0.99552204  -0.09452971   0.99552204  -0.09452972   0.00000001
   753   0.97899397   0.20388920   0.97899397   0.20388919   0.00000001
   754   0.87501528   0.48409530   0.87501529   0.48409528   0.00000001
   755   0.69287409   0.72105860   0.69287410   0.72105859   0.00000001
   756   0.44884051   0.89361188   0.44884052   0.89361188   0.00000001
   757   0.16471335   0.98634148   0.16471336   0.98634148   0.00000001
   758  -0.13412716   0.99096413  -0.13412715   0.99096413   0.00000001
   759  -0.42098650   0.90706690  -0.42098649   0.90706691   0.00000001
   760  -0.67024036   0.74214409  -0.67024035   0.74214410   0.00000001
   761  -0.85962365   0.51092776  -0.85962364   0.51092777   0.00000001
   762  -0.97221932   0.23407178  -0.97221932   0.23407179   0.00000001
   763  -0.99796953  -0.06369314  -0.99796953  -0.06369313   0.00000001
   764  -0.93457410  -0.35576855  -0.93457410  -0.35576854   0.00000001
   765  -0.78769594  -0.61606420  -0.78769595  -0.61606420   0.00000001
   766  -0.57045525  -0.82132868  -0.57045526  -0.82132868   0.00000001
   767  -0.30225750  -0.95322631  -0.30225751  -0.95322631   0.00000001
   768  -0.00705998  -0.99997508  -0.00705999  -0.99997508   0.00000001
   769   0.28876819  -0.95739905   0.28876818  -0.95739905   0.00000001
   770   0.55880155  -0.82930141   0.55880154  -0.82930142   0.00000001
   771   0.77891883  -0.62712475   0.77891883  -0.62712475   0.00000001
   772   0.92945762  -0.36892890   0.92945762  -0.36892891   0.00000001
   773   0.99697072  -0.07777773   0.99697072  -0.07777774   0.00000001
   774   0.97542740   0.22032109   0.97542740   0.22032108   0.00000001
   775   0.86675206   0.49873928   0.86675206   0.49873928   0.00000001
   776   0.68065233   0.73260658   0.68065234   0.73260658   0.00000001
   777   0.43375196   0.90103232   0.43375197   0.90103231   0.00000001
   778   0.14810582   0.98897152   0.14810582   0.98897152   0.00000001
   779  -0.15077018   0.98856884  -0.15077017   0.98856884   0.00000001
   780  -0.43617832   0.89986025  -0.43617831   0.89986026   0.00000001
   781  -0.68262395   0.73076983  -0.68262395   0.73076983   0.00000000
   782  -0.86809282   0.49640191  -0.86809282   0.49640191   0.00000000
   783  -0.97601754   0.21769189  -0.97601754   0.21769189   0.00000000
   784  -0.99675752  -0.08046390  -0.99675752  -0.08046390   0.00000000
